BAB 1,,
ついたち,１日,Tanggal 1
ふつか,２日,Tanggal 2
みっか,３日,Tanggal 3
よっか,４日,Tanggal 4
いつか,五日,Tanggal 5
むいか,６日,Tanggal 6
なのか,７日,Tanggal 7
ようか,８日,Tanggal 8
ここのか,９日,Tanggal 9
とおか,１０日,Tanggal 10
じゅういちにち,１１日,Tanggal 11
じゅうににち,１２日,Tanggal 12
じゅうさんにち,１３日,Tanggal 13
じゅうよっか,１４日,Tanggal 14
じゅうごにち,１５日,Tanggal 15
じゅうしちにち,１７日,Tanggal 17
じゅうくにち,１９日,Tanggal 19
はつか,２０日,Tanggal 20
にじゅういちにち,２１日,Tanggal 21
にじゅうににち,２２日,Tanggal 22
にじゅうよっか,２４日,Tanggal 24
にじゅうしちにち,２７日,Tanggal 27
にじゅうくにち,２９日,Tanggal 29
さんじゅうにち,３０日,Tanggal 30
さんじゅういちにち,３１日,Tanggal 31
にちようび,日曜日,Minggu
なんにち？,何日？,Tanggal berapa?
WAKTU & PENANGGALAN (BULAN),,
じゅうがつ,１０月,Oktober
くがつ,９月,September
ろくがつ,６月,Juni
ごがつ,５月,Mei
しがつ,４月,April
いちがつ,１月,Januari
じゅういちがつ,１１月,November
しちがつ,７月,Juli
はちがつ,８月,Agustus
にがつ,２月,Februari
じゅうにがつ,１２月,Desember
さんがつ,３月,Maret
KETERANGAN WAKTU (MASA LAMPAU),,
せんせんしゅう,先々週,2 minggu yang lalu
おととし,一昨年,2 tahun lalu
さきおととい,一昨昨日,3 hari yang lalu
おととい,一昨日,Kemarin lalu
きのう,昨日,Kemarin
せんしゅう,先週,Minggu lalu
このまえ,この前,Sebelumnya
さっき,,Baru saja
きのうのあさ,昨日の朝,Kemarin pagi
むかし,昔,Dahulu
せんしゅうのどようび,先週の土曜日,Sabtu minggu lalu
きょねん,去年,Tahun lalu
KETERANGAN WAKTU (SEKARANG & MASA DEPAN),,
さらいしゅう,再来週,2 minggu depan
しあさって,明々後日,3 hari lagi
らいしゅう,来週,Minggu depan
こんしゅう,今週,Minggu ini
きょう,今日,Hari ini
まえ,前,Depan
もうすぐ,,Sebentar lagi
けさ,今朝,Pagi ini
ことし,今年,Tahun ini
あした,明日,Besok
あさって,明後日,Besok lusa
そのあと,その後,Setelah itu
こんど,今度,Berikutnya
いま,今,Sekarang
いまから,今から,Sekarang
これから,,Setelah ini
らいねん,来年,Tahun depan
こんばん,今晩,Malam ini
KETERANGAN WAKTU TAMBAHAN,,
よなか,夜中,Tengah malam
あさ,朝,Pagi
ゆうがた,夕方,Sore
ひるやすみ,昼休み,Istirahat siang
ひる,昼,Siang
よる,夜,Malam
ばん,晩,Malam
KATA TANYA (GIMONSHI),,
いつ,,Kapan
どうして,,Kenapa / mengapa
ARAH & POSISI SPASIAL,,
うえ,上,Atas
なか,中,Dalam / tengah
みぎ,右,Kanan
おく,奥,Dalam
よこ,横,Samping / Sebelah (sejajar horizontal)
した,下,Bawah
そと,外,Luar
そば,側 / 傍,Dekat / Sekitar (radius dekat)
ひだり,左,Kiri
となり,隣,Sebelah
ごろ,,Sekitar~
うしろ,後ろ,Belakang
KATA KETERANGAN (FUKUSHI) & SAMBUNG,,
すぐ(すぐに),直ぐ(直ぐに),Segera
ぜったい,絶対,Pasti
しょうしょう,少々,Sedikit
つぎ,次,Berikutnya
はやく,早く / 速く,Dengan cepat
かならず,必ず,Pasti
きっと,,Pasti
ずっと,,Terus menerus
べつべつに,別々に,Masing-masing
いっしょに,一緒に,Bersama-sama
ぜひ,是非,Pasti
たぶん,多分,Mungkin
PARTIKEL & UNGKAPAN SALAM,,
〜まえ,〜前,~ sebelumnya
KOSAKATA SERAPAN (KATAKANA),,
ココナッツ,,Kelapa
KOSA KATA LAINNYA,,
はん,半,Setengah
ALAM & LINGKUNGAN,,
さらいげつ,再来月,2 bulan depan
せんせんげつ,先々月,2 bulan lalu
はなびたいかい,花火大会,Acara kembang api
ちきゅう,地球,Bumi
ちか,地下,Bawah tanah
らいげつ,来月,Bulan depan
こんげつ,今月,Bulan ini
せんげつ,先月,Bulan lalu
ちかてつ,地下鉄,Kereta bawah tanah
ふね,船,Kapal laut
うみ,海,Laut / pantai
もり,森,Hutan
じめん,地面,Permukaan tanah
なんがつ？,何月？,Bulan apa?
BANGUNAN & RUANGAN,,
にわ,庭,Halaman
たいいくかん,体育館,Gedung olah raga
びじゅつかん,美術館,Gedung kesenian
ベッド,,Tempat tidur
WAKTU (JAM & MENIT),,
ごご,午後,PM
ゆうべ,夕べ,Kemarin malam
ごぜん,午前,AM
きのうのばん,昨日の晩,Kemarin malam
,,
BAB 7,,
KANA,KANJI,ARTI
KATA KERJA GOL. 1 (GODAN),,
いいます,言います,Bicara
つかいます,使います,Menggunakan
もっていきます,持って行きます,Membawa pergi
おきます,置きます,Meletakkan
かきます,書きます,Menulis
ききます,聞きます,Mendengar
もってきます,持って来ます,Datang membawa
およぎます,泳ぎます,Berenang
まちます,待ちます,Menunggu
もちます,持ちます,Memegang
しにます,死にます,Meninggal
あそびます,遊びます,Bermain
はいります,入ります,Masuk
きります,切ります,Memotong
つくります,作ります,Membuat
とります,取ります,Mengambil
KATA KERJA GOL. 2 (ICHIDAN),,
きがえます,着替えます,Ganti baju
きます,着ます,Mengenakan (baju)
できます,出来ます,Bisa melakukan
あけます,開けます,Membuka
かたづけます,片付けます,Merapikan
みせます,見せます,Memperlihatkan
おちます,落ちます,Jatuh
すてます,捨てます,Membuang
ならべます,並べます,Menjejerkan
みます,見ます,Melihat
しめます,閉めます,Menutup
かります,借ります,Meminjam
いれます,入れます,Memasukkan
KATA KERJA GOL. 3 (FUKISOKU),,
ちゅういします,注意します,Memperingatkan
しょうかいします,紹介します,Memperkenalkan
しんぱいします,心配します,Khawatir
しゅっちょうします,出張します,Dinas keluar
かします,貸します,Meminjamkan
さがします,探します,Mencari
とうちゃくします,到着します,Tiba
しゅっぱつします,出発します,Berangkat
はなします,話します,Berbicara
じゅんびします,準備します,Mempersiapkan
しゅうりします,修理します,Memperbaiki
はっけんします,発見します,Menemukan
うんてんします,運転します,Mengendarai
"MAKANAN (SAYURAN, BUMBU & BUAH)",,
こしょう,胡椒,Merica
MAKANAN (UMUM & OLAHAN),,
しお,塩,Garam
ALAT MAKAN & DAPUR,,
ほうちょう,包丁,Pisau besar
はし,箸,Sumpit
わりばし,割り箸,Sumpit belah
なべ,鍋,Panci
フォーク,,Garpu
ナイフ,,Pisau
コップ,,Gelas
スプーン,,Sendok
ANGGOTA TUBUH & ANATOMI,,
はみがきこ,歯磨き粉,Pasta gigi
はブラシ,歯ブラシ,Sikat gigi
ALAT TULIS & PERLENGKAPAN KANTOR,,
きって,切手,Perangko
きっぷ,切符,Tiket
かみ,紙,Kertas
てがみ,手紙,Surat
えんぴつけずり,鉛筆削り,Rautan pensil
ふせん,付箋,Stiky note
ALAT ELEKTRONIK & MESIN,,
じゅうでんき,充電器,Pengisi daya
でんたく,電卓,Kalkulator
FURNITUR & PERALATAN RUMAH,,
だんぼう,暖房,Pemanas ruangan
ほうき,箒,Sapu
かがみ,鏡,Cermin
せっけん,石鹸,Sabun
タオル,,Handuk
バスタオル,,Handuk mandi
PENDIDIKAN & AKADEMIK,,
ちょうかい,聴解,Pendengaran
しゅくだい,宿題,PR
もんだい,問題,Soal
かんじ,漢字,Aksara kanji
ローマじ,ローマ字,Aksara romawi
ひらがな,平仮名,Aksara hiragana
かいわ,会話,Percakapan
さくぶん,作文,Karangan
カタカナ,片仮名,Aksara katakana
WAKTU & PENANGGALAN (HARI),,
まいしゅう,毎週,Setiap minggu
KETERANGAN WAKTU (SEKARANG & MASA DEPAN),,
まいにち,毎日,Setiap hari
KETERANGAN WAKTU TAMBAHAN,,
まいあさ,毎朝,Setiap pagi
まいとし,毎年,Setiap tahun
まいばん,毎晩,Setiap malam
KATA TANYA (GIMONSHI),,
どうやって,如何やって,Dengan cara apa
KATA KETERANGAN (FUKUSHI) & SAMBUNG,,
だいたい,大体,Biasanya
たいてい,大抵,Biasanya
とくに,特に,Khususnya
いつも,何時も,Selalu
KOSAKATA SERAPAN (KATAKANA),,
リモコン,,Remot
ボタン,,Tombol
フライパン,,Penggorengan
プロジェクター,,Proyektor
カッター,,Pemotong
コンディショナー,,Konsioner
シャンプー,,Sampo
クーラー,,Pendingin rungan
ALAM & LINGKUNGAN,,
まいつき,毎月,Setiap bulan
マッチ,,Korek api
BANGUNAN & RUANGAN,,
まど,窓,Jendela
ドア,,Pintu
トイレットペーパー,,Tisu toilet
,,
BAB 8,,
KANA,KANJI,ARTI
KATA KERJA GOL. 1 (GODAN),,
うたいます,歌います,Bernyanyi
てつだいます,手伝います,Membantu
ならいます,習います,Mempelajari
わらいます,笑います,Tertawa
かきます,描きます,Menggambar
きがつきます,気が付きます,Menyadari
ひきます,弾きます,Bermain (musik)
ぬぎます,脱ぎます,Melepas (baju)
うちます,打ちます,Memukul
たちます,立ちます,Berdiri
よろこびます,喜びます,Berbahagia
まなびます,学びます,Belajar
よびます,呼びます,Memanggil
ゆきがふります,雪が降ります,Turun salju
あめがふります,雨が降ります,Turun hujan
のぼります,登ります,Mendaki (gunung)
やります,遣ります,Melakukan
かわります,変わります,Berubah
KATA KERJA GOL. 2 (ICHIDAN),,
かんがえます,考えます,Memikirkan
おしえます,教えます,Mengajari
こたえます,答えます,Menjawab
おぼえます,覚えます,Mengingat
うけます,受けます,Mengikuti (ujian)
きをつけます,気を付けます,Berhati-hati
たてます,建てます,Mendirikan
くらべます,比べます,Membandingkan
しらべます,調べます,Mencari tahu
あつめます,集めます,Mengumpulkan
KATA KERJA GOL. 3 (FUKISOKU),,
しっぱいします,失敗します,Gagal (ujian)
せつめいします,説明します,Menjelaskan
りょこうします,旅行します,Jalan-jalan / traveling
けんきゅうします,研究します,Meneliti
ふくしゅうします,復習します,Mengulang
れんしゅうします,練習します,Berlatih
そつぎょうします,卒業します,Lulus (sekolah)
こしょうします,故障します,Rusak
けんがくします,見学します,Mengamati
おしゃべりします,お喋りします,Mengobrol
ちゅうもんします,注文します,Memesan
しつもんします,質問します,Bertanya
KATA BENDA VERBAL (SURU-MEISHI),,
かいもの,買い物,Belanja
どくしょ,読書,Membaca
りょうり,料理,Memasak
スポーツ,,Olah raga
KATA GANTI ORANG & SUBJEK,,
しりあい,知り合い,Kenalan
どうりょう,同僚,Rekan kerja
あいて,相手,Lawan /  lawan bicara
なかま,仲間,Rekan /  kawan
KELUARGA & HUBUNGAN SOSIAL,,
ゆうじん,友人,Teman dekat
PROFESI & PEKERJAAN,,
おきゃくさん,お客さん,Pelanggan
ALAT TULIS & PERLENGKAPAN KANTOR,,
マンガ,漫画,(membaca) komik
KETERANGAN WAKTU TAMBAHAN,,
あき,秋,Musim gugur
なつ,夏,Musim panas
ふゆ,冬,Musim dingin
はる,春,Musim semi
KOSAKATA SERAPAN (KATAKANA),,
アニメ,,(nonton) anime
,,
BAB 9,,
KANA,KANJI,ARTI
KATA KERJA GOL. 1 (GODAN),,
あいます,会います,Bertemu
あいます,合います,Cocok
つきあいます,付き合います,Berpacaran
おこないます,行います,Menyelenggarakan
おもいます,思います,Memikirkan
かよいます,通います,Pergi (PP)
まよいます,迷います,Bingung
はらいます,払います,Membayar
あじわいます,味わいます,Mencicipi
あきます,空きます,Kosong
いきます,生きます,Hidup
さきます,咲きます,Mekar
すきます,空きます,Kosong
ひきます,引きます,Menarik
ふきます,吹きます,Bertiup
ひらきます,開きます,Membuka
とじます,閉じます,Menutup
かちます,勝ちます,Menang
とびます,飛びます,Terbang
えらびます,選びます,Memilih
いります,要ります,Membutuhkan
とおります,通ります,Melewati
おくります,送ります,Mengantar
なぐります,殴ります,Memukul
けります,蹴ります,Menendang
はしります,走ります,Berlari
としをとります,年を取ります,Menjadi tua
かぶります,被ります,Memakai (topi)
きまります,決まります,Diputuskan
こまります,困ります,Kesulitan
たまります,溜まります,Bertumpuk
KATA KERJA GOL. 2 (ICHIDAN),,
むかえます,迎えます,Menjemput
まけます,負けます,Kalah
わけます,分けます,Membagi
さげます,下げます,Menurunkan
にげます,逃げます,Kabur
きめます,決めます,Memutuskan
やめます,辞めます,Berhenti
KATA KERJA GOL. 3 (FUKISOKU),,
おします,押します,Menekan
たおします,倒します,Meroboh
けんかします,喧嘩します,Bertengkar
ながします,流します,Mengalirkan
よやくします,予約します,Reservasi
こんやくします,婚約します,Bertunangan
けします,消します,Menghapus
はずします,外します,Melepas
たします,足します,Menambah
だします,出します,Mengeluarkan
おとします,落とします,Menjatuhkan
もどします,戻します,Mengembalikan
はなします,離します,Melepaskan
こわします,壊します,Merusakkan
けっこんします,結婚します,Menikah
KELUARGA & HUBUNGAN SOSIAL,,
フレンド,,Teman
ボーイフレンド,,Pacar cowok
ガールフレンド,,Pacar perempuan
PAKAIAN & AKSESORIS,,
ぼうし,帽子,Topi
ヒジャブ,,Hijab
ALAT ELEKTRONIK & MESIN,,
スイッチ,,Saklar
"HIBURAN, HOBI & OLAHRAGA",,
しあい,試合,Pertandingan
おもちゃ,玩具,Mainan
フェスティバル,,Festival
PENDIDIKAN & AKADEMIK,,
べんきょうかい,勉強会,Belajar kelompok
ぶんしょう,文章,Bacaan
じ,字,Huruf
ぶん,文,Kalimat
れいぶん,例文,Contoh kalimat
ACARA & PERAYAAN,,
〜まつり,〜祭り,Perayaan ~
なつまつり,夏祭り,Perayaan musim panas
イベント,,Even / acara
PARTIKEL & UNGKAPAN SALAM,,
〜たいかい,〜大会,Turnamen ~
KOSAKATA SERAPAN (KATAKANA),,
ビジネス,,Bisnis
レベル,,Level
ALAM & LINGKUNGAN,,
ゆきまつり,雪祭り,Perayaan salju
,,
BAB 10,,
KANA,KANJI,ARTI
KATA KERJA GOL. 1 (GODAN),,
ちがう,違う,Salah / berbeda
あしをくじく,足を挫く,Keseleo
かぜをひく,風邪を引く,Masuk angin
すいます,吸います,Menghisap
うごきます,動きます,Bergerak
はきます,履きます,Memakai (sepatu)
むきます,剥きます,Mengupas
いそぎます,急ぎます,Terburu-buru
うみます,生みます,Melahirkan
まがります,曲がります,Berbelok
わたります,渡ります,Menyeberang
なくなります,無くなります,Hilang
うまくなります,上手くなります,Menjadi mahir
とまります,止まります,Berhenti / menginap
さわります,触ります,Memegang
こむ,混む,Penuh sesak
すむ,住む,Tinggal
かかる,掛かる,Membutuhkan~
びょうきにかかる,病気に掛かる,Sakit
インフルエンザにかかる,インフルエンザに掛かる,Terkena flu
わかる,分かる,Mengerti
しる,知る,Mengetahui
のる,乗る,Menaiki
おりる,降りる,Menuruni
KATA KERJA GOL. 2 (ICHIDAN),,
かえます,変えます,Mengubah
かけます,掛けます,Menggantungkan
つけます,点けます,Menyalakan
つけます,付けます,Mengoleskan
よごれます,汚れます,Kotor
わすれます,忘れます,Melupakan
なれます,慣れます,Terbiasa
うまれます,生まれます,Lahir
こわれます,壊れます,Rusak
まちがえる,間違える,Melakukan kesalahan
せきがでる,咳が出る,Batuk
はなみずがでる,鼻水が出る,Pilek
KATA KERJA GOL. 3 (FUKISOKU),,
おれいします,お礼します,Berterimakasih
おいわいします,お祝いします,Merayakan
かえします,返します,Mengembalikan
なくします,無くします,Menghilangkan
せつやくします,節約します,Berhemat
よごします,汚します,Mengotori
おもいだします,思い出します,Mengingat
かんしゃします,感謝します,Berterimakasih
おろします,降ろします,Menarik (uang)
まわします,回します,Memutar
かくにんします,確認します,Memastikan
めまいがする,目眩が為る,Pusing
おとがする,音が為る,Bersuara
おひきだしをする,お引き出しを為る,Menarik uang
しごとをする,仕事を為る,Bekerja
つりをする,釣りを為る,Memancing
アルバイトをする,アルバイトを為る,Kerja paruh waktu
KATA SIFAT -I (I-KEIYOUSHI),,
こい,濃い,Kental
すごい,凄い,Hebat
おかしい,可笑しい,Aneh
すばらしい,素晴らしい,Hebat
つめたい,冷たい,Dingin
あつい,熱い,Panas (suhu benda / objek)
つまらない,詰まらない,Membosankan
くらい,位,Kira-kira
おもしろい,面白い,Menarik
KATA SIFAT -NA (NA-KEIYOUSHI),,
らく(な),楽(な),Senang
たいへん(な),大変(な),Berat
KATA GANTI ORANG & SUBJEK,,
だれか,誰か,Seseorang
だれでも,誰でも,Siapapun
INFRASTRUKTUR & TATA KOTA,,
しんごう,信号,Lampu lalu lintas
KONDISI MEDIS & KESEHATAN,,
けんこう,健康,Kesehatan
けんこうほけんしょう,健康保険証,Asuransi kesehatan
ALAT ELEKTRONIK & MESIN,,
いちじかん,一時間,1 jam
にじかん,二時間,2 jam
さんじかん,三時間,3 jam
よじかん,四時間,4 jam
ごじかん,五時間,5 jam
ろくじかん,六時間,6 jam
しちじかん,七時間,7 jam
はちじかん,八時間,8 jam
くじかん,九時間,9 jam
じゅうじかん,十時間,10 jam
せんたくき,洗濯機,Mesin cuci
なんじかん？,何時間？,Berapa jam?
FURNITUR & PERALATAN RUMAH,,
そうじき,掃除機,Vakum cleaner
SENI & ESTETIKA,,
ぞう,像,Patung
え,絵,Lukisan / Gambar (karya visual)
"HIBURAN, HOBI & OLAHRAGA",,
きょく,曲,Lagu / Melodi (komposisi musik)
うた,歌,Lagu (vokal / nyanyian)
EKONOMI & FINANSIAL,,
けいざい,経済,Ekonomi
あんしょうばんごう,暗証番号,PIN
きんがく,金額,Jumlah uang
げんきん,現金,Cash
KONSEP ABSTRAK & IDENTITAS,,
ほんとう,本当,Benar-benar
"WAKTU (JAM, MENIT, DETIK)",,
いっぷん,一分,1 menit
にふん,二分,2 menit
さんぷん,三分,3 menit
よんぷん,四分,4 menit
ごふん,五分,5 menit
ろっぷん,六分,6 menit
ななふん,七分,7 menit
はっぷん,八分,8 menit
きゅうふん,九分,9 menit
じゅっぷん,十分,10 menit
さんじゅっぷん,三十分,30 menit
WAKTU & PENANGGALAN (HARI),,
いっしゅうかん,一週間,1 minggu
にしゅうかん,二週間,2 minggu
さんしゅうかん,三週間,3 minggu
よんしゅうかん,四週間,4 minggu
ごしゅうかん,五週間,5 minggu
ろくしゅうかん,六週間,6 minggu
ななしゅうかん,七週間,7 minggu
はっしゅうかん,八週間,8 minggu
きゅうしゅうかん,九週間,9 minggu
じゅっしゅうかん,十週間,10 minggu
なんしゅうかん？,何週間？,Berapa minggu?
WAKTU & PENANGGALAN (TANGGAL),,
いつか,何時か,Suatu saat
KETERANGAN WAKTU (SEKARANG & MASA DEPAN),,
しょうらい,将来,Masa depan
みらい,未来,Masa depan
ANGKA DASAR (1 - 10),,
いちねん(かん),一年(間),1 tahun
にねん(かん),二年(間),2 tahun
さんねん(かん),三年(間),3 tahun
よねん(かん),四年(間),4 tahun
ごねん(かん),五年(間),5 tahun
ろくねん(かん),六年(間),6 tahun
ななねん(かん),七年(間),7 tahun
はちねん(かん),八年(間),8 tahun
きゅうねん(かん),九年(間),9 tahun
じゅうねん(かん),十年(間),10 tahun
KATA TANYA (GIMONSHI),,
なにか,何か,Sesuatu
どこでも,何処でも,Dimanapun
いつでも,何時でも,Kapanpun
なんでも,何でも,Apapun
なんねん(かん)？,何年(間)？,Berapa tahun?
ARAH & POSISI SPASIAL,,
かど,角,Pojok
KATA KETERANGAN (FUKUSHI) & SAMBUNG,,
ぐらい,位,Kira-kira
どのく,何の位？ / どの位？,Seberapa?
PARTIKEL & UNGKAPAN SALAM,,
きんえん,禁煙,Dilarang merokok
KOSAKATA SERAPAN (KATAKANA),,
クレジットカード,,Kartu kredit
キャッシュカード,,Kartu ATM
ALAM & LINGKUNGAN,,
いっかげつ,一ヶ月,1 bulan
にかげつ,二ヶ月,2 bulan
さんかげつ,三ヶ月,3 bulan
よんかげつ,四ヶ月,4 bulan
ごかげつ,五ヶ月,5 bulan
ろっかげつ,六ヶ月,6 bulan
ななかげつ,七ヶ月,7 bulan
はちかげつ,八ヶ月,8 bulan
きゅうかげつ,九ヶ月,9 bulan
じゅっかげつ,十ヶ月,10 bulan
いけばな,生け花,Seni merangkai bunga
なんかげつ？,何ヶ月？,Berapa bulan?
BANGUNAN & RUANGAN,,
どこか,何処か,Suatu tempat
うりば,売り場,Tempat jualan
